source,target,weight
669,1666,0.046293
669,2457,0.041796
670,1888,0.090613
670,1302,0.048069
671,1694,0.052095
671,2124,0.181842
672,1923,0.042997
673,1290,0.117414
673,699,0.081762
673,1264,0.035652
673,2207,0.039574
673,2026,0.039209
674,737,0.042999
674,931,0.037266
674,1789,0.037757
674,2374,0.039168
675,2753,0.079506
675,742,0.116604
675,2418,0.046473
675,1920,0.057931
677,815,0.136271
677,1321,0.13655
677,1399,0.04772
678,2339,0.058525
678,1072,0.092448
679,2712,0.057878
679,1900,0.035352
679,955,0.071658
680,782,0.043964
680,736,0.040248
680,692,0.049974
681,1939,0.063662
681,1994,0.135025
681,1485,0.159901
681,1962,0.04489
681,781,0.084388
682,831,0.03869
682,1213,0.039606
682,1660,0.04853
683,2421,0.08238
683,1288,0.158137
683,1291,0.062375
683,1116,0.045722
683,2111,0.038862
683,1932,0.058667
684,1494,0.074156
684,1303,0.062708
685,793,0.040059
685,1560,0.069454
685,1248,0.18659
685,1956,0.073993
685,1371,0.048061
685,2577,0.077808
685,2399,0.039794
686,1876,0.12561
686,1191,0.047999
686,2283,0.08124
688,1047,0.037513
688,947,0.062274
688,2317,0.061322
688,2576,0.053162
688,2146,0.044392
688,2060,0.099539
689,977,0.246914
689,747,0.109767
689,2304,0.074644
689,1426,0.048051
689,1499,0.045076
690,2060,0.073696
690,2048,0.157432
690,948,0.038981
691,1629,0.044827
691,1720,0.041233
691,2692,0.03632
693,2054,0.041852
693,2484,0.064003
694,839,0.045928
694,837,0.052102
694,1063,0.061734
695,801,0.084982
695,1272,0.046226
695,2192,0.036083
696,2406,0.048407
696,2763,0.038097
696,2257,0.091331
697,1391,0.209268
697,2012,0.07091
697,2788,0.040547
697,916,0.106545
697,834,0.093556
699,1185,0.061021
699,2257,0.049278
699,2303,0.156179
699,2263,0.058277
700,883,0.043828
701,921,0.052149
701,2242,0.036173
701,1293,0.053311
701,1774,0.083839
701,2511,0.189492
702,1451,0.079485
702,1893,0.04851
702,1052,0.077348
703,736,0.075897
704,1379,0.156816
704,711,0.159298
704,1805,0.141713
704,880,0.038119
704,1101,0.067116
704,1984,0.044799
704,2063,0.047161
705,1041,0.042698
706,1150,0.18644
707,1404,0.083195
708,2270,0.036956
708,834,0.111863
708,735,0.079774
710,1284,0.089919
710,2388,0.220083
710,1304,0.175414
710,1465,0.084137
710,1173,0.044549
710,900,0.060569
710,960,0.037554
710,1249,0.075661
711,1554,0.107506
711,1805,0.24509
711,1379,0.081824
711,1267,0.100646
711,762,0.062394
712,889,0.040656
712,1724,0.182078
712,888,0.095338
712,2058,0.043422
713,786,0.056404
713,2065,0.044376
713,993,0.04116
713,1523,0.05309
713,1850,0.081351
713,2793,0.040451
713,2349,0.053473
713,1880,0.041891
714,1015,0.074148
714,1017,0.066884
714,1361,0.153142
715,858,0.042321
715,1110,0.145677
715,1555,0.045713
715,1964,0.042651
715,1047,0.079194
716,919,0.046449
716,752,0.07763
716,935,0.096822
716,1377,0.13283
716,2441,0.058945
716,1004,0.056052
716,810,0.102724
716,2554,0.047096
717,1163,0.062047
717,1166,0.277334
717,1104,0.036189
718,1540,0.089446
718,1678,0.050607
718,1149,0.038121
718,2119,0.04285
719,2583,0.059635
720,1919,0.129232
720,2371,0.108166
720,2370,0.05526
720,1074,0.048016
720,1968,0.055169
721,2710,0.096343
721,2223,0.085365
721,2507,0.038434
721,937,0.05731
722,2650,0.044359
722,1447,0.043367
722,2191,0.038689
722,984,0.050008
723,2458,0.072007
723,1659,0.060395
723,773,0.056947
723,1658,0.035703
724,1628,0.054927
724,2231,0.084125
724,834,0.037777
725,1090,0.084088
725,1908,0.05786
725,2593,0.064388
725,1912,0.099262
725,1488,0.128294
725,2071,0.083954
726,1372,0.10968
727,795,0.086741
727,1077,0.188993
727,2831,0.048413
728,1385,0.131838
728,2143,0.056775
729,2270,0.035663
730,782,0.035889
730,946,0.053532
730,1925,0.065463
731,1896,0.059161
731,1184,0.041505
731,2167,0.050221
732,871,0.0589
732,1458,0.076528
732,750,0.127648
733,1457,0.084197
733,1101,0.071431
733,1318,0.172254
733,980,0.060666
734,1573,0.09174
735,2400,0.042934
735,1779,0.053732
735,1274,0.047944
735,2058,0.080751
736,769,0.07199
736,2111,0.055348
736,954,0.053214
737,1789,0.037938
738,1307,0.040986
738,933,0.070367
739,2012,0.042737
739,2611,0.047255
739,1347,0.039911
740,2868,0.036693
740,1832,0.074845
741,1979,0.059076
742,1369,0.046355
742,1902,0.120182
742,1884,0.071982
743,2221,0.070853
743,1727,0.039617
743,2417,0.049252
744,1239,0.114626
745,2238,0.051656
746,2187,0.06818
746,1951,0.070439
746,1965,0.036903
746,1910,0.035469
747,1030,0.047831
747,977,0.046671
747,2600,0.052126
747,2680,0.035275
747,2399,0.096499
747,2112,0.043183
747,1499,0.049018
748,2059,0.125697
749,1120,0.042047
750,2087,0.314164
750,880,0.148263
750,1474,0.035602
750,2028,0.045374
750,2688,0.067261
751,1123,0.169503
751,867,0.054443
751,2105,0.040983
751,1175,0.040862
751,1286,0.063876
752,2175,0.123001
752,1232,0.164049
752,989,0.045894
753,1925,0.080865
753,2313,0.041859
753,2041,0.06652
755,797,0.038705
755,760,0.035827
755,1741,0.086918
755,2127,0.043944
755,767,0.04389
756,2550,0.070674
757,1291,0.112753
757,1338,0.119164
757,2334,0.04007
757,2010,0.052842
757,1067,0.071561
758,796,0.168416
758,1902,0.14404
758,1900,0.077378
760,797,0.037862
760,1809,0.066674
762,876,0.044802
762,2563,0.091773
763,1715,0.047089
763,857,0.041771
763,2046,0.054193
764,1644,0.130721
765,1058,0.234272
765,1578,0.149636
765,2557,0.076997
765,2212,0.046365
765,2106,0.038938
765,1333,0.085311
767,1114,0.042477
767,868,0.03667
768,1058,0.072265
768,1740,0.152173
768,1733,0.081198
769,893,0.043925
769,929,0.0476
769,2499,0.035452
770,1950,0.048713
770,1385,0.048241
770,1349,0.064878
770,2426,0.036023
771,775,0.085402
771,910,0.049684
771,776,0.106129
771,1447,0.122265
773,1106,0.053063
773,1527,0.096161
773,788,0.091105
773,935,0.04559
773,1153,0.067207
773,2496,0.131176
773,1565,0.046058
774,1081,0.138328
775,1065,0.107048
775,1618,0.084512
775,1716,0.05206
775,1323,0.053866
775,2325,0.045707
775,1044,0.112142
775,1161,0.042229
775,810,0.077817
776,797,0.070663
776,2143,0.103504
776,1265,0.051304
776,1874,0.210125
776,1860,0.060717
777,1740,0.123156
777,1571,0.461732
777,1391,0.042175
777,1101,0.04345
777,2423,0.181267
777,2625,0.041665
777,1155,0.037886
778,2791,0.089769
778,895,0.046904
779,922,0.078472
779,1573,0.043272
779,1465,0.094857
779,2526,0.059137
779,2221,0.037812
779,1972,0.053353
779,2601,0.073521
779,1072,0.043521
779,1273,0.035408
780,1837,0.119451
781,1951,0.053247
781,1923,0.039334
781,1296,0.043945
781,2313,0.135552
781,2170,0.047242
781,1523,0.039428
782,897,0.042217
782,1162,0.049142
782,1104,0.201012
782,1273,0.097906
782,798,0.070734
783,2314,0.096451
783,788,0.154433
786,1901,0.068702
786,1523,0.049382
786,1030,0.094919
786,1960,0.039522
786,2680,0.07122
786,2112,0.04007
786,1425,0.129747
787,2052,0.149846
787,2500,0.042316
788,1943,0.046361
788,1465,0.12766
788,1065,0.051655
788,1297,0.092567
788,857,0.064568
788,1284,0.079517
789,1338,0.038705
789,1949,0.042647
790,1065,0.035615
790,2337,0.080019
790,1788,0.054528
790,2325,0.043086
791,1700,0.038344
791,1645,0.074627
791,1187,0.035634
792,2514,0.035427
795,1077,0.075204
796,1560,0.069352
796,1901,0.108506
796,2663,0.123333
796,1371,0.168333
796,1382,0.070036
796,1746,0.158057
796,2862,0.059303
796,2582,0.051034
796,2321,0.049075
797,968,0.039454
797,2098,0.104465
797,1551,0.069901
797,1705,0.052273
797,1732,0.045135
797,1024,0.045256
797,1059,0.062848
797,2010,0.056417
797,1028,0.041161
797,1908,0.047751
797,1875,0.048002
797,1553,0.043866
797,1310,0.062386
797,920,0.038101
797,838,0.070351
797,1171,0.037916
798,2227,0.057788
799,1789,0.041841
800,1408,0.154892
800,1251,0.168543
800,2243,0.248663
800,1413,0.046272
801,1180,0.051705
801,1272,0.121633
801,1528,0.199802
801,1054,0.050556
801,2303,0.080593
801,940,0.039058
801,1091,0.083157
801,1064,0.130304
801,2503,0.118063
801,1950,0.037603
801,2820,0.133058
802,825,0.093928
803,1198,0.092093
803,1402,0.064075
803,994,0.104272
803,2059,0.043848
803,2303,0.053077
804,2639,0.047132
805,2643,0.05624
805,2165,0.059698
806,1490,0.056253
806,2667,0.055103
806,2494,0.059769
807,950,0.180773
807,2695,0.099738
807,2297,0.084403
807,1610,0.039309
807,1786,0.04746
807,1079,0.036256
807,2290,0.076908
807,1401,0.081392
807,2306,0.041412
807,1884,0.037705
808,2367,0.170538
808,1338,0.045376
809,1343,0.05965
809,824,0.325446
809,1068,0.060372
809,863,0.398166
809,2355,0.080539
810,1447,0.035526
810,1064,0.04099
810,2303,0.047134
811,2411,0.044763
811,2423,0.053831
812,1972,0.094754
812,1825,0.092103
813,1110,0.099439
813,1090,0.049575
813,1935,0.056377
813,2508,0.048564
813,2438,0.096679
813,2378,0.042424
813,1801,0.062475
813,1065,0.041639
814,2360,0.036178
815,1349,0.091503
815,2656,0.083308
816,2453,0.123634
816,1253,0.086839
817,1736,0.111412
817,1740,0.037776
819,1701,0.055481
819,2242,0.068928
819,2368,0.137828
819,1970,0.062206
820,2202,0.079733
820,2605,0.116612
820,1431,0.066913
821,856,0.05848
821,2025,0.100564
821,2711,0.037906
821,1458,0.121251
822,2851,0.088159
822,2386,0.081388
822,2268,0.040352
824,1068,0.080742
824,863,0.397994
824,1343,0.078956
824,2355,0.093413
824,2230,0.083684
824,1334,0.042234
825,980,0.085776
825,2525,0.048482
825,1974,0.035668
825,2442,0.056867
825,1463,0.053054
826,1417,0.038127
826,2128,0.037988
826,892,0.185231
826,2843,0.035551
826,1469,0.049461
827,1972,0.146766
827,2417,0.044491
828,2489,0.117673
828,2033,0.108324
828,1433,0.038847
828,1939,0.091869
828,1947,0.064251
829,1828,0.041567
829,1784,0.035055
830,2667,0.049718
830,1373,0.037949
831,1700,0.093634
831,937,0.061915
831,2425,0.048789
831,1662,0.038055
831,2284,0.045387
831,901,0.048981
831,1169,0.044068
832,1802,0.090597
833,1840,0.038448
833,1076,0.061163
834,2412,0.052363
834,2861,0.05863
834,1886,0.053906
834,893,0.037119
835,930,0.050795
835,1234,0.035158
835,2128,0.044613
835,2662,0.071835
836,1268,0.0373
836,1227,0.055594
837,839,0.082227
837,855,0.052186
837,854,0.117568
837,2673,0.049624
837,1118,0.069578
837,2129,0.038884
837,2853,0.052417
838,2098,0.066777
838,920,0.105959
838,1417,0.06592
838,2632,0.040014
838,2561,0.080707
839,1118,0.052287
839,2205,0.042949
839,855,0.19916
839,2591,0.090439
839,2673,0.064971
839,854,0.081915
839,2018,0.051862
840,1518,0.116233
840,2844,0.039297
840,890,0.07061
840,844,0.039308
841,1388,0.094296
841,1474,0.21139
841,1110,0.062904
842,1791,0.054722
842,1514,0.041567
842,958,0.071175
843,1372,0.15808
843,857,0.14527
844,1652,0.04557
844,2638,0.064956
844,1531,0.114763
844,1774,0.035972
844,2631,0.110196
845,1126,0.108553
845,870,0.039492
845,2083,0.044847
846,2513,0.03875
846,1330,0.061905
847,1736,0.047429
847,2181,0.089536
847,1666,0.080022
847,2205,0.049762
848,2728,0.516398
848,2813,0.060302
848,1161,0.054217
849,1979,0.040156
849,1132,0.056393
850,947,0.035912
850,1057,0.053173
852,2216,0.042075
852,1911,0.048674
852,1792,0.064599
852,1188,0.145626
852,1040,0.066735
853,1110,0.136411
853,1389,0.038057
853,2464,0.179244
853,2508,0.039229
853,2378,0.047653
853,1333,0.078243
853,2438,0.039368
853,1024,0.05504
853,1528,0.041754
854,2205,0.049531
854,855,0.069309
854,2673,0.044188
855,1118,0.038075
855,2205,0.040312
855,2591,0.048584
855,2018,0.040121
856,1434,0.063948
856,1667,0.04847
856,2605,0.051625
857,2222,0.123984
857,1618,0.074383
857,2410,0.056025
857,2428,0.075897
857,1318,0.043519
858,1017,0.055676
859,1344,0.053856
860,2546,0.121108
860,1894,0.221714
860,2819,0.195767
860,877,0.035416
860,883,0.051952
860,982,0.119512
861,1093,0.071563
861,2359,0.075704
862,1075,0.042871
862,1786,0.044262
862,2490,0.049869
862,2613,0.096968
863,2230,0.043044
863,1343,0.05297
864,1140,0.072999
864,1781,0.052434
864,961,0.035658
864,1046,0.060278
865,1942,0.039245
866,1106,0.043845
866,1532,0.051841
866,2652,0.037604
867,2162,0.080935
867,1067,0.066648
867,1097,0.043572
867,2157,0.055457
867,1356,0.07067
867,1923,0.050077
867,1070,0.195997
867,2226,0.041037
867,1092,0.060236
867,1076,0.037983
868,1060,0.072765
868,968,0.035254
869,1903,0.04241
869,2159,0.044495
869,995,0.134947
869,1975,0.040181
870,1126,0.223391
870,1239,0.114507
870,2625,0.073498
870,1810,0.092445
870,2581,0.039685
871,1593,0.043274
872,1407,0.058671
873,2123,0.035847
874,1648,0.072461
875,1676,0.044639
876,1303,0.065606
877,2476,0.064341
878,2468,0.039348
878,2122,0.038523
879,2469,0.040645
879,2816,0.040622
880,1379,0.071487
880,2087,0.061249
880,2618,0.119204
881,1499,0.259063
882,1853,0.047491
883,2028,0.092603
883,2166,0.101241
883,1300,0.12808
884,2173,0.037659
884,1832,0.065834
884,1436,0.119633
885,1239,0.055314
886,908,0.167762
886,1490,0.035816
887,1520,0.095148
887,2513,0.079035
888,2608,0.047463
889,1223,0.035879
889,2095,0.035137
889,1112,0.04474
890,1155,0.052506
890,998,0.069609
891,2339,0.072563
891,1388,0.036114
891,2810,0.05145
891,1120,0.036202
891,2243,0.123767
892,1055,0.120205
892,2394,0.037008
892,1162,0.041962
892,1784,0.178982
892,2561,0.06603
892,2722,0.106679
893,941,0.090167
893,1175,0.037252
893,2270,0.047165
893,2599,0.037225
895,1621,0.051415
895,1762,0.043522
896,996,0.046425
896,1158,0.035652
896,1322,0.045753
897,1172,0.095595
897,1151,0.03782
898,2636,0.055701
900,963,0.11208
901,2585,0.043791
902,2029,0.070857
903,2036,0.039106
904,2262,0.061144
904,1179,0.097548
904,1624,0.108801
905,1685,0.105708
905,1538,0.04174
905,2651,0.264615
905,1331,0.03678
905,2420,0.338513
905,2243,0.051709
905,1448,0.106334
905,2708,0.049844
905,1835,0.06337
906,1149,0.048434
907,2278,0.115736
908,2643,0.071542
908,1292,0.042886
908,946,0.068472
908,1959,0.051943
910,1214,0.039561
910,1161,0.044089
910,1935,0.035866
910,1447,0.035308
910,2709,0.041948
910,2773,0.043325
910,2710,0.03937
911,2825,0.050113
911,2843,0.047144
911,1961,0.070462
911,1145,0.059581
911,1043,0.055605
912,1381,0.04223
912,2406,0.130006
912,1127,0.038613
916,2308,0.078864
917,1115,0.04641
917,1878,0.104658
917,1322,0.050168
918,2793,0.04107
918,2710,0.035857
918,2192,0.041772
919,1997,0.07725
919,1974,0.035081
919,2476,0.035211
920,2098,0.075655
921,2247,0.086077
921,2376,0.077586
921,1728,0.040358
922,939,0.053943
922,1638,0.209233
922,1597,0.057048
922,2667,0.06794
922,1654,0.074144
923,1351,0.036505
925,1003,0.072059
925,1829,0.078163
926,1516,0.218274
927,998,0.070925
927,2173,0.046256
928,2336,0.059008
928,2068,0.04635
928,2053,0.06539
928,1287,0.166664
928,2686,0.045068
930,2101,0.046872
931,1789,0.068302
931,2374,0.080409
931,2650,0.082888
931,2580,0.047706
932,2525,0.322634
933,1767,0.055691
934,1765,0.09865
934,2197,0.041741
934,1160,0.083934
934,1145,0.039667
934,1329,0.070501
935,2260,0.047708
936,1084,0.06732
937,1268,0.085103
937,1479,0.040893
937,2234,0.036823
937,2514,0.072905
938,1072,0.141228
938,2292,0.093092
940,1444,0.068911
942,1143,0.086509
943,1445,0.054327
944,2119,0.123316
945,1200,0.054258
945,2167,0.040337
945,2658,0.093576
945,2339,0.068393
945,2551,0.077454
947,1267,0.04708
947,980,0.081782
947,1978,0.051913
948,2262,0.101165
948,2662,0.048443
949,1807,0.057734
949,1002,0.068821
951,2835,0.049443
951,1916,0.097956
951,2043,0.164051
951,1974,0.128834
952,980,0.106526
952,2136,0.06523
952,2013,0.086884
952,1483,0.07415
952,1291,0.053169
953,2099,0.075773
953,1264,0.078513
955,1666,0.042207
955,1260,0.045883
956,1032,0.085436
956,2096,0.044468
957,1329,0.046502
957,2400,0.069854
957,1026,0.043186
957,1257,0.041193
958,1241,0.038059
958,2499,0.071826
960,1722,0.053831
960,1701,0.123247
961,1140,0.103742
961,2245,0.036327
961,2128,0.057562
962,1087,0.483149
962,2013,0.142431
962,1986,0.220664
962,1664,0.154232
963,1718,0.039717
964,1765,0.036748
964,2524,0.086985
964,1246,0.041146
964,2062,0.088808
964,2796,0.039628
965,1505,0.035134
966,2642,0.088653
967,1263,0.05879
967,2159,0.03963
968,1569,0.055603
968,1139,0.036719
968,1044,0.037473
968,1608,0.040572
968,2397,0.105085
968,1463,0.05084
968,2253,0.035257
968,2298,0.052708
969,2663,0.085246
970,1460,0.114824
970,1385,0.194213
970,2300,0.085973
970,1921,0.099665
971,1037,0.060202
971,2061,0.037785
972,2056,0.039978
972,1082,0.040918
972,1862,0.041509
972,2168,0.036057
972,1052,0.049879
973,1715,0.038704
973,1052,0.043487
973,2829,0.077152
974,1253,0.116374
974,2494,0.147874
975,1249,0.061934
976,1998,0.087831
976,1064,0.056622
977,1960,0.075922
977,2755,0.049327
978,1173,0.081697
978,2607,0.036115
980,1974,0.095012
980,1983,0.094731
980,1238,0.052013
980,1361,0.077698
980,1913,0.095626
980,1851,0.083925
980,985,0.093578
980,2455,0.07202
980,1186,0.042413
980,2709,0.036469
980,2328,0.112399
980,1318,0.038557
981,2463,0.043079
981,1234,0.057304
981,2768,0.04344
982,1491,0.065384
983,1044,0.051305
985,1643,0.051273
985,1595,0.166427
985,1294,0.171584
985,1932,0.111174
985,2045,0.137437
986,1432,0.048694
987,1268,0.069812
987,1685,0.053244
988,1931,0.035496
988,1269,0.046137
990,2418,0.103278
990,1720,0.05947
991,2581,0.061255
991,2027,0.046761
991,1017,0.087809
992,2513,0.082905
992,1173,0.061909
993,2197,0.035258
994,1402,0.050612
994,1179,0.041225
995,1096,0.186979
995,2380,0.063608
995,1981,0.080461
997,1517,0.075881
999,1203,0.044822
999,1403,0.042665
999,1271,0.087736
1000,1299,0.323494
1000,2329,0.039437
1000,1259,0.11822
1000,1177,0.067593
1001,1415,0.062401
1001,1487,0.036495
1001,1862,0.04081
1002,2192,0.050039
1003,1865,0.035431
1003,2234,0.042116
1003,1762,0.070078
1003,1159,0.048423
1003,1659,0.093795
1004,1179,0.077332
1004,1466,0.15857
1004,2533,0.043551
1005,2401,0.053722
1005,2155,0.096561
1006,2001,0.30937
1006,1189,0.075991
1006,2563,0.114218
1006,1972,0.093728
1006,2640,0.097619
1007,1841,0.038161
1008,1797,0.042181
1008,2310,0.052968
1008,2369,0.07934
1009,1477,0.081926
1009,2390,0.112297
1011,2304,0.055701
1011,2032,0.035703
1012,1463,0.057198
1013,2205,0.057108
1013,2820,0.105548
1013,2003,0.038006
1014,1893,0.042492
1014,2118,0.072116
1014,1464,0.139802
1016,2626,0.048962
1016,1549,0.040385
1016,1937,0.035783
1017,2729,0.040274
1017,1660,0.056873
1018,1318,0.049657
1018,2417,0.156675
1018,1851,0.06778
1019,1040,0.068791
1019,2240,0.085127
1019,2635,0.092322
1019,1327,0.050004
1019,1245,0.054423
1019,1228,0.050562
1019,2177,0.07737
1019,2383,0.068468
1019,2330,0.068284
1020,2241,0.076303
1022,1701,0.063329
1023,1362,0.046772
1024,1908,0.130815
1024,1912,0.044253
1024,1059,0.059565
1025,1444,0.050832
1025,1893,0.041302
1025,1367,0.122576
1025,1278,0.097022
1026,1765,0.072624
1026,1467,0.044744
1026,2225,0.111827
1026,2761,0.038409
1027,1869,0.045516
1028,1579,0.077084
1029,1030,0.049549
1029,1253,0.039016
1029,2431,0.079928
1030,1143,0.053371
1031,2643,0.067197
1031,1038,0.040338
1031,1211,0.052955
1032,2780,0.127515
1036,1192,0.051579
1036,1090,0.035359
1037,1075,0.054789
1037,1841,0.043814
1038,1669,0.070348
1039,2058,0.070317
1039,2454,0.045511
1039,1574,0.041485
1040,1245,0.104949
1040,2240,0.085266
1040,2515,0.046131
1040,2592,0.058258
1040,2635,0.059613
1040,1228,0.096758
1040,2772,0.039684
1040,1314,0.059564
1040,2683,0.047513
1041,2113,0.041555
1041,2669,0.051794
1041,2014,0.062022
1043,2328,0.054985
1043,2825,0.046553
1044,2271,0.038443
1044,1551,0.037663
1044,1633,0.075373
1044,1160,0.057312
1044,1362,0.076305
1044,1332,0.062069
1045,2696,0.050256
1046,1569,0.038904
1046,1131,0.102262
1046,1781,0.047533
1047,2181,0.069828
1047,1391,0.039171
1047,2224,0.092056
1047,1110,0.056191
1048,1771,0.042258
1049,1949,0.167893
1049,1603,0.037858
1050,1960,0.060178
1051,2176,0.038491
1051,2268,0.05233
1052,1291,0.065584
1052,1870,0.055975
1052,1536,0.07312
1052,2372,0.055597
1052,2214,0.068117
1052,2677,0.124106
1052,1364,0.053813
1052,2792,0.075619
1053,1498,0.110304
1053,2637,0.063702
1053,1437,0.040003
1053,1421,0.045075
1054,1207,0.03888
1054,2303,0.036477
1055,2586,0.079058
1055,1964,0.065099
1055,2851,0.057878
1055,2561,0.056152
1055,2540,0.108508
1056,1058,0.0401
1056,1927,0.03555
1057,2788,0.08866
1057,2597,0.072116
1058,1702,0.090496
1058,1927,0.299017
1058,1578,0.063554
1058,1818,0.117357
1058,1681,0.085602
1058,2220,0.057897
1058,1413,0.072848
1058,1521,0.044955
1058,2106,0.069311
1058,1733,0.042157
1058,2571,0.03935
1059,1908,0.092551
1059,1213,0.035197
1059,2010,0.037014
1060,2481,0.05658
1061,1885,0.052228
1062,2359,0.057859
1062,2094,0.110657
1063,1588,0.210461
1065,1448,0.044091
1065,2438,0.042843
1067,2734,0.235599
1067,1556,0.080879
1067,1070,0.043311
1068,2355,0.077799
1068,1343,0.074458
1068,1171,0.060709
1068,2192,0.036407
1070,1815,0.038001
1070,1356,0.044031
1070,1730,0.098719
1070,2152,0.053598
1070,2157,0.038932
1070,1076,0.044601
1070,1092,0.068333
1070,1378,0.086377
1070,1598,0.062373
1071,2219,0.035806
1071,2165,0.056866
1072,1666,0.066853
1072,2601,0.067183
1072,1927,0.197479
1072,2292,0.073957
1072,1762,0.038346
1072,2107,0.050391
1073,1833,0.081743
1073,1695,0.064943
1074,1999,0.054639
1074,2291,0.05616
1075,1343,0.094546
1076,1356,0.048351
1076,2769,0.089249
1077,1495,0.036466
1078,1272,0.052523
1078,2825,0.043365
1080,1846,0.216993
1080,1782,0.066445
1080,1496,0.047908
1081,2748,0.054482
1081,2566,0.046453
1081,2088,0.050549
1082,2541,0.054183
1083,2661,0.097868
1085,1906,0.044475
1085,2373,0.092628
1085,2367,0.048766
1085,1297,0.037763
1085,2752,0.062358
1087,2446,0.05878
1088,2267,0.082264
1088,2605,0.203376
1090,1908,0.101875
1090,1488,0.041295
1090,1192,0.046295
1090,2432,0.042826
1091,1875,0.088442
1091,1207,0.048701
1091,1738,0.150847
1091,1187,0.044417
1092,1142,0.27331
1092,1357,0.048895
1092,1163,0.066107
1093,2478,0.518969
1093,1583,0.037019
1095,1951,0.038555
1095,1123,0.082607
1095,1296,0.056451
1097,2052,0.05195
1098,1409,0.057237
1099,1755,0.063944
1099,1422,0.03839
1099,2213,0.06791
1099,1562,0.037048
1099,1266,0.128406
1100,2385,0.037881
1101,1984,0.047685
1106,2099,0.043961
1106,1964,0.095771
1106,1377,0.036213
1106,1842,0.045367
1106,2427,0.046441
1106,2732,0.052443
1106,1171,0.04181
1106,2764,0.0767
1107,1128,0.052975
1107,1137,0.03724
1107,1535,0.035697
1107,1578,0.043487
1107,1193,0.11178
1108,1173,0.078083
1109,2716,0.092314
1110,1389,0.186018
1110,2378,0.132395
1110,1801,0.277355
1110,1137,0.038365
1110,1823,0.149252
1110,2438,0.065706
1110,2166,0.157553
1110,2508,0.272374
1110,1964,0.038851
1110,1767,0.055445
1111,1917,0.245429
1111,1654,0.062838
1114,1677,0.09632
1114,1862,0.046105
1114,2316,0.07959
1115,1316,0.122927
1117,1688,0.073914
1117,1321,0.06294
1117,2863,0.107476
1119,1579,0.036649
1119,1990,0.057812
1119,1329,0.08403
1119,1481,0.038608
1120,2172,0.064208
1121,2284,0.059736
1121,2200,0.039937
1121,1822,0.036023
1122,1499,0.054661
1123,2105,0.04717
1123,1296,0.036316
1125,1383,0.110883
1126,1903,0.039904
1126,1455,0.097143
1126,1498,0.282034
1126,1810,0.080753
1126,1239,0.037417
1127,2693,0.056638
1127,1597,0.050204
1127,1820,0.069705
1128,1540,0.122333
1128,2382,0.049437
1128,1421,0.050462
1128,2149,0.03543
1129,1460,0.038099
1130,1848,0.110967
1130,1424,0.036922
1131,1887,0.067452
1132,1522,0.041045
1132,1332,0.039596
1132,2866,0.061258
1133,1862,0.061718
1133,1215,0.037573
1133,1147,0.041956
1134,1540,0.064775
1134,1410,0.05632
1136,1476,0.086246
1136,1298,0.085745
1137,2623,0.035338
1137,1391,0.101123
1138,1460,0.057906
1140,1630,0.039503
1140,2617,0.187723
1140,2198,0.061477
1140,2283,0.044217
1141,2711,0.095162
1144,2458,0.03717
1144,1247,0.067107
1145,2292,0.076466
1145,2205,0.185011
1146,1799,0.160637
1147,1708,0.079742
1147,1507,0.050829
1147,1268,0.041877
1148,1475,0.058698
1148,2383,0.039244
1148,2217,0.044855
1148,1794,0.043098
1148,1660,0.042475
1149,2449,0.056015
1149,1540,0.047772
1150,1301,0.084957
1150,1794,0.086888
1152,1928,0.041538
1152,2430,0.048203
1152,1198,0.046567
1152,2469,0.098196
1152,1239,0.063981
1152,1203,0.05543
1154,2864,0.145092
1154,2068,0.035391
1154,2473,0.065285
1155,2050,0.131125
1155,1728,0.071883
1155,2432,0.03743
1155,1676,0.061127
1156,1565,0.049301
1157,2390,0.097693
1157,1206,0.086894
1157,1345,0.05143
1157,1170,0.052903
1157,2285,0.035678
1157,1393,0.070205
1157,1171,0.049801
1157,2192,0.073621
1157,2842,0.084482
1157,2381,0.046029
1159,2484,0.06624
1160,2271,0.111777
1160,1633,0.054456
1160,2269,0.065811
1160,1332,0.045604
1162,1242,0.077038
1163,1303,0.253626
1163,1298,0.036497
1163,2542,0.060531
1165,1589,0.077523
1166,1911,0.052693
1167,1193,0.03568
1167,1380,0.063288
1167,1200,0.038871
1167,1215,0.040245
1167,1772,0.043752
1169,1844,0.039465
1169,1950,0.159733
1170,1345,0.046859
1170,2489,0.036904
1170,2613,0.058087
1170,2761,0.03583
1171,1488,0.045903
1171,2192,0.116301
1171,2390,0.06221
1172,2566,0.063477
1172,2729,0.044381
1173,2158,0.038161
1174,1184,0.096745
1174,1595,0.241154
1174,1931,0.041177
1174,2505,0.056134
1175,1718,0.042966
1176,1469,0.036924
1177,2712,0.053793
1177,1867,0.041698
1177,1299,0.051525
1177,1861,0.044394
1178,1492,0.037217
1178,2705,0.079786
1178,2182,0.040412
1179,1945,0.048801
1179,1698,0.038721
1180,1943,0.065628
1181,1315,0.078078
1181,2192,0.036636
1182,2056,0.088887
1183,1280,0.082975
1183,1223,0.050414
1184,1289,0.043838
1184,2841,0.089018
1184,1350,0.043247
1184,2502,0.037483
1184,1891,0.036972
1184,1456,0.041428
1184,2505,0.061229
1185,2485,0.082155
1185,1648,0.075267
1185,1546,0.056948
1186,2229,0.078969
1186,1458,0.125336
1187,2637,0.064596
1188,2071,0.065256
1191,1277,0.036801
