source,target,weight
302,436,0.081343
302,573,0.149212
302,2227,0.07003
302,1509,0.126291
303,2836,0.047423
303,2868,0.084736
303,2724,0.050839
303,577,0.057138
304,796,0.067975
304,1901,0.073629
304,1085,0.097675
304,2663,0.051865
304,2786,0.046295
304,2371,0.038427
305,1964,0.093892
305,481,0.060137
305,2378,0.042843
305,841,0.085639
305,614,0.048255
305,802,0.062769
306,1130,0.251968
306,1234,0.05881
306,396,0.081208
306,2492,0.130307
306,1863,0.040525
307,1053,0.035943
307,1267,0.266679
307,711,0.111786
307,324,0.040764
307,1504,0.089858
308,559,0.044123
309,871,0.124544
309,1101,0.116348
309,2721,0.044345
310,1897,0.035528
311,1951,0.045009
311,2170,0.049823
311,522,0.054087
311,1878,0.040687
311,2076,0.043297
312,1490,0.187693
313,428,0.145015
313,2403,0.041019
314,683,0.114088
314,2111,0.066057
314,442,0.232808
314,2052,0.116127
314,1116,0.042144
315,1679,0.059495
315,486,0.096135
315,1625,0.049929
315,880,0.063681
315,1427,0.094739
315,1430,0.04237
315,2672,0.158859
315,2024,0.036094
316,2704,0.100352
316,1961,0.036517
317,1943,0.092425
317,1904,0.046129
317,1831,0.056411
318,782,0.063524
319,1803,0.082838
319,1697,0.127992
320,710,0.048001
321,404,0.28682
321,1058,0.093333
321,657,0.046153
321,835,0.058
321,2543,0.043816
321,2055,0.04014
322,950,0.11415
322,512,0.055162
322,1176,0.099411
322,807,0.057906
323,1853,0.038882
323,654,0.058197
324,707,0.044271
324,688,0.090932
324,1267,0.091871
324,2317,0.086301
324,711,0.062477
325,941,0.227295
325,893,0.083184
325,1103,0.143822
325,1168,0.073147
325,586,0.037316
325,1494,0.08864
325,541,0.050061
325,684,0.055023
326,1486,0.049874
326,969,0.071403
326,2081,0.042562
326,1678,0.048187
327,2247,0.118172
327,336,0.049818
328,1583,0.038919
328,926,0.071251
328,1065,0.036238
329,1409,0.041354
329,1731,0.061943
329,2144,0.043596
329,563,0.107018
330,2256,0.090688
330,833,0.039114
330,820,0.242201
330,624,0.071684
331,439,0.043054
331,471,0.256107
331,1299,0.36164
331,469,0.133931
331,1306,0.13599
331,1000,0.154054
331,1327,0.132121
331,758,0.050856
331,423,0.035222
331,944,0.037046
331,2635,0.071611
332,733,0.180823
332,1457,0.069135
332,565,0.07939
332,2244,0.057286
332,1904,0.038881
332,1516,0.043434
333,586,0.190783
333,886,0.057724
333,1168,0.062044
333,736,0.038963
333,548,0.088534
333,2490,0.052146
334,604,0.078767
334,667,0.143651
334,1925,0.252809
334,730,0.063615
334,584,0.108845
335,1488,0.096035
335,2155,0.043337
335,1646,0.047605
335,1796,0.064492
335,2606,0.052084
336,2375,0.055035
336,726,0.040682
336,877,0.03582
336,1534,0.092437
336,1555,0.120395
337,1448,0.076694
337,1799,0.051364
337,2733,0.143515
338,1729,0.205408
339,2038,0.085062
339,1438,0.039608
339,1540,0.035274
340,1151,0.151124
340,1707,0.055175
341,345,0.058434
341,1381,0.038808
341,2152,0.037624
341,1231,0.04492
341,1618,0.049048
341,2383,0.035878
341,992,0.061657
342,962,0.329756
342,1520,0.054643
343,2274,0.112069
343,1383,0.050524
343,1546,0.051059
343,1275,0.041249
343,2749,0.044314
343,2234,0.094958
343,1836,0.07581
344,356,0.083692
344,949,0.058492
344,1569,0.061922
344,1091,0.044447
345,1288,0.036297
345,1643,0.054721
345,1381,0.107374
345,1070,0.03701
345,2770,0.037865
345,1366,0.073227
345,2647,0.042962
345,2687,0.104776
346,1289,0.036352
346,353,0.04377
346,1963,0.051512
347,797,0.089714
347,1025,0.085865
347,1770,0.074585
347,1534,0.052449
347,1027,0.099411
347,1529,0.065061
347,755,0.066735
347,957,0.053205
347,1257,0.047502
347,2452,0.04449
347,1736,0.100116
347,2154,0.087694
347,1154,0.035054
347,1869,0.03972
347,2504,0.047379
347,935,0.037912
347,2010,0.10582
347,1768,0.038732
347,1695,0.043961
348,353,0.079668
348,1848,0.051618
348,2375,0.03807
348,1660,0.060115
348,966,0.042409
348,1461,0.04052
349,1630,0.045446
349,635,0.129464
349,1127,0.043732
349,1578,0.039094
349,2617,0.048429
349,882,0.045639
349,1853,0.082949
349,1612,0.049247
349,1604,0.068556
349,1461,0.048014
349,2700,0.03894
349,754,0.049489
350,758,0.052754
350,456,0.039165
350,1411,0.04898
350,438,0.062715
351,1291,0.166597
351,1202,0.080142
351,2634,0.043396
351,502,0.100844
352,2292,0.052823
352,1352,0.048892
352,614,0.045711
352,1983,0.049763
352,990,0.066744
352,509,0.058043
352,411,0.043641
353,356,0.074458
353,867,0.050914
353,501,0.049947
353,1238,0.079467
353,1070,0.059025
353,2259,0.049731
353,797,0.22356
353,723,0.067903
353,1249,0.048198
353,968,0.116776
353,1289,0.082572
353,641,0.041513
353,661,0.056484
353,512,0.14085
353,713,0.09927
353,1380,0.069908
353,1760,0.046061
353,474,0.045598
353,2136,0.061184
353,902,0.050124
353,774,0.046538
353,1692,0.047953
353,1293,0.0689
353,2375,0.078909
353,1140,0.045573
353,2664,0.055614
353,2214,0.050475
353,1707,0.045722
353,1683,0.042948
353,528,0.055456
353,1561,0.151457
353,1427,0.053519
353,1728,0.052077
353,622,0.052696
353,2054,0.037997
353,1381,0.035586
353,1184,0.047386
353,1565,0.040754
354,2529,0.0868
354,2419,0.042485
355,650,0.038361
356,687,0.097766
356,738,0.080692
356,512,0.13046
356,1822,0.121479
356,1606,0.039216
356,1978,0.04928
356,1312,0.049094
356,1138,0.053588
356,1463,0.061033
356,1274,0.081999
356,933,0.038528
356,582,0.046234
356,1637,0.048981
356,1293,0.036349
356,2393,0.036242
357,859,0.036782
357,745,0.047074
357,2623,0.114577
357,2137,0.082633
358,2692,0.086402
358,662,0.066108
358,1531,0.037253
360,1001,0.360926
360,1234,0.057064
361,629,0.05742
361,1107,0.058824
362,1932,0.059525
362,1615,0.084384
362,1291,0.05127
363,966,0.188895
363,1452,0.037855
363,1540,0.051818
363,1860,0.039554
363,2882,0.044108
364,1327,0.05201
365,2591,0.190134
365,638,0.066384
365,2396,0.076178
365,599,0.074145
365,2482,0.070876
366,927,0.085848
366,1790,0.049646
366,590,0.069017
366,611,0.038292
366,1114,0.049542
366,1885,0.10391
367,509,0.041249
367,1520,0.118233
367,887,0.142507
367,1048,0.091697
367,2233,0.077729
367,1555,0.044593
367,1712,0.188011
367,1080,0.046204
367,1798,0.046519
367,1688,0.044655
367,1796,0.048805
367,2292,0.043547
368,950,0.042397
368,1344,0.137741
368,1563,0.060521
369,1343,0.042573
369,1304,0.078696
369,1756,0.08329
369,1007,0.036528
369,1075,0.035623
369,2475,0.036066
370,1232,0.05797
370,847,0.081588
370,1999,0.080699
370,1145,0.040162
370,1181,0.113752
370,1246,0.047011
370,424,0.0408
370,407,0.055961
370,2503,0.06568
370,2622,0.036358
370,940,0.072915
371,677,0.051275
371,1554,0.184284
371,1133,0.039353
371,697,0.036604
371,688,0.054827
371,644,0.120865
372,1720,0.081004
372,2599,0.035216
373,814,0.12346
373,1066,0.073907
373,615,0.069964
373,1357,0.035542
374,2431,0.055509
374,556,0.078986
374,446,0.048923
374,1187,0.067793
374,1867,0.039689
374,958,0.0687
374,2637,0.063654
374,791,0.048545
374,598,0.080908
374,1177,0.040013
374,2546,0.087555
375,976,0.135229
375,577,0.051388
375,1780,0.102652
375,2102,0.047412
376,801,0.0832
376,2553,0.391667
377,671,0.06863
377,1411,0.036468
377,2746,0.035384
377,2556,0.067837
378,424,0.05033
379,457,0.059284
379,526,0.077007
379,682,0.049805
379,2449,0.041467
379,1959,0.036952
380,932,0.043432
380,1005,0.054845
380,2481,0.084204
380,1117,0.039409
380,2358,0.106735
380,488,0.04474
380,2359,0.070934
380,2514,0.037013
380,489,0.057522
381,1227,0.066504
382,423,0.145327
382,1019,0.103837
383,1612,0.044878
384,1292,0.048578
384,946,0.13161
384,886,0.036135
384,569,0.125598
384,2034,0.094747
384,1925,0.050438
385,493,0.085003
385,417,0.040206
385,409,0.038714
385,771,0.047842
387,658,0.042708
387,1712,0.041287
389,1283,0.056323
389,1967,0.067332
389,1581,0.038476
390,2573,0.069004
390,1941,0.079985
390,1120,0.0481
391,472,0.065535
391,1603,0.102297
392,1558,0.038421
392,535,0.035172
392,1557,0.052507
393,1077,0.203715
393,1909,0.045295
393,687,0.146092
393,2817,0.123715
393,727,0.218937
393,795,0.100621
393,2489,0.090829
393,2433,0.03983
393,521,0.039192
393,1920,0.039717
394,896,0.263254
394,1211,0.091272
394,583,0.047222
394,1576,0.05507
394,2111,0.041808
394,903,0.055217
395,430,0.26509
395,556,0.048273
396,1848,0.074182
396,1130,0.134888
396,446,0.055258
398,1476,0.044964
398,2643,0.04742
399,1127,0.055798
399,2666,0.083218
399,2179,0.039263
399,1546,0.058081
400,1156,0.035937
401,432,0.085558
401,527,0.057611
401,1490,0.077444
401,703,0.057947
403,1501,0.168331
403,2333,0.041338
403,2327,0.051563
403,2135,0.046265
403,1755,0.036192
403,2490,0.036107
404,1376,0.037587
407,853,0.076182
407,1447,0.048443
407,1209,0.045764
407,1160,0.097466
407,1736,0.054909
407,621,0.13489
408,1022,0.073989
408,879,0.035776
408,1308,0.046136
409,2452,0.067269
409,1709,0.05954
409,692,0.112059
409,892,0.035001
409,1775,0.069254
409,2614,0.038575
410,1973,0.052632
410,2419,0.047048
411,422,0.199186
411,904,0.036878
411,2265,0.04398
412,1620,0.039433
412,564,0.06403
412,2148,0.03819
413,706,0.091319
413,703,0.038996
413,1951,0.068963
413,2284,0.11372
414,1247,0.145825
414,2627,0.061301
415,2304,0.116869
415,1622,0.052727
415,2459,0.036394
416,497,0.094352
416,1153,0.055619
416,2193,0.0519
416,773,0.064636
417,655,0.039485
417,857,0.235742
417,1060,0.053404
417,1140,0.045802
417,514,0.070056
418,1015,0.040067
418,2314,0.044134
419,1660,0.044525
419,2398,0.040652
419,567,0.037269
420,1419,0.042548
420,1492,0.049539
420,1612,0.042004
421,588,0.059775
422,614,0.067715
422,658,0.069415
422,513,0.044121
422,2291,0.044934
422,632,0.040122
422,2763,0.041498
422,1942,0.052744
422,2476,0.127377
422,2585,0.040795
423,977,0.109609
423,1387,0.055085
423,785,0.05016
423,2240,0.194545
423,435,0.104881
423,457,0.055034
423,1019,0.081488
423,913,0.074661
423,643,0.044764
423,1254,0.03839
424,976,0.046139
425,638,0.099969
425,646,0.10903
426,1040,0.108434
426,427,0.079675
426,721,0.106025
426,1129,0.092235
426,2803,0.068741
426,1083,0.036333
426,1212,0.107501
428,679,0.101799
428,2712,0.064973
428,1351,0.09201
428,2336,0.043992
428,1808,0.056989
428,1114,0.052571
428,1839,0.064558
429,2225,0.043651
429,1091,0.037167
429,1030,0.069183
430,1267,0.036679
430,2090,0.081303
430,549,0.037715
430,2269,0.062947
430,2469,0.055564
430,2351,0.061466
430,2674,0.070526
430,1060,0.047122
430,1239,0.044312
430,1152,0.041877
431,619,0.06756
431,799,0.041693
431,931,0.04041
431,2774,0.061128
432,521,0.059064
432,1482,0.054413
432,1150,0.035952
433,1788,0.153959
433,2877,0.037704
434,1958,0.039772
434,555,0.109878
434,843,0.060032
434,1567,0.056096
434,2400,0.056095
435,469,0.166347
435,977,0.096149
435,471,0.041794
435,1306,0.050067
435,1019,0.039654
435,1900,0.03608
435,1327,0.08113
435,2431,0.04891
436,980,0.06694
436,749,0.074266
436,2543,0.117817
436,868,0.189221
436,602,0.043997
437,1284,0.207411
439,459,0.052398
439,1100,0.045686
440,1463,0.068566
441,1212,0.098749
441,2479,0.09539
441,2458,0.036833
441,2326,0.0472
441,1555,0.035863
441,2780,0.065993
441,697,0.041906
442,683,0.121632
442,561,0.055115
442,2787,0.065215
443,1954,0.035388
443,622,0.079604
444,871,0.037477
445,2672,0.048564
445,2096,0.048184
445,1080,0.03798
446,827,0.035953
446,2810,0.040283
446,981,0.038201
446,1972,0.048019
448,2328,0.080232
448,1043,0.465976
448,2594,0.056311
450,1623,0.050651
450,1318,0.053252
450,1052,0.037343
451,2766,0.043123
452,1128,0.110986
452,1489,0.078398
453,2210,0.116494
453,2599,0.04737
453,1183,0.218027
453,1280,0.079493
453,1891,0.066929
453,607,0.04481
454,797,0.118723
454,1765,0.075029
454,1059,0.035748
454,964,0.142168
454,622,0.035113
454,2184,0.045382
454,735,0.05099
454,732,0.044911
454,1171,0.037773
454,2883,0.038659
455,828,0.098015
455,1296,0.120307
455,781,0.097308
455,1433,0.175973
455,1939,0.114869
455,2363,0.039733
455,2218,0.038041
455,1095,0.085099
456,852,0.04262
457,1019,0.073472
457,2418,0.102932
457,1245,0.075001
457,2456,0.040721
458,1240,0.069315
458,1592,0.051351
458,2327,0.059577
459,1100,0.187253
459,2304,0.061185
460,1794,0.039343
460,923,0.036763
461,863,0.086525
461,809,0.10578
461,824,0.131842
461,1343,0.082103
461,2538,0.044292
461,480,0.115592
463,1058,0.057747
463,847,0.040071
463,2644,0.050747
463,1090,0.063599
464,1289,0.040711
464,620,0.03564
465,2049,0.04062
465,1503,0.294361
466,792,0.117004
466,1684,0.167564
466,2011,0.220602
466,2736,0.067884
466,2513,0.065129
467,967,0.096977
467,2116,0.080521
467,2797,0.20305
468,1848,0.050022
469,1327,0.050675
469,2284,0.052972
470,588,0.071615
470,1387,0.083448
470,2282,0.04532
470,1441,0.042612
470,509,0.060424
471,1306,0.125633
471,1475,0.078653
471,758,0.074056
472,1498,0.047797
472,1971,0.078234
472,1914,0.0668
473,1379,0.176193
473,750,0.06493
474,670,0.162865
474,2516,0.053783
474,2533,0.079733
475,825,0.059891
475,980,0.104551
475,990,0.078603
475,874,0.070294
475,1060,0.043367
476,2463,0.03884
476,2193,0.038236
476,534,0.093348
476,1791,0.045681
477,1489,0.044243
477,1769,0.039775
478,1982,0.054229
478,2524,0.079016
479,1192,0.06431
479,2143,0.171507
479,1244,0.049681
479,1595,0.037442
479,1512,0.081438
479,2348,0.121598
479,1285,0.242292
479,1240,0.105804
479,822,0.084823
479,2574,0.040698
479,654,0.077683
479,1802,0.113116
479,490,0.061012
479,832,0.03825
480,1159,0.036549
481,2224,0.106351
481,948,0.055781
482,2686,0.362789
482,963,0.040891
482,1273,0.052673
483,922,0.100914
483,1916,0.052925
483,1509,0.050231
485,783,0.078132
485,726,0.054643
486,1428,0.045984
486,854,0.03904
487,1127,0.035382
487,2290,0.038131
487,2686,0.067099
487,1328,0.042331
488,2706,0.035245
488,2043,0.065856
488,1003,0.053425
488,1496,0.075434
489,1078,0.043748
489,1005,0.07151
490,1240,0.075076
490,2738,0.043681
490,2662,0.041432
490,555,0.133828
490,1456,0.046697
491,2318,0.040253
491,2069,0.040367
491,1226,0.037316
492,1499,0.085865
492,785,0.05924
492,551,0.047405
492,2742,0.039162
493,1859,0.067874
493,1196,0.036471
494,853,0.050705
494,813,0.124332
494,2464,0.05002
494,2438,0.054505
494,2378,0.048347
495,1072,0.075161
495,1377,0.062456
496,1265,0.061531
496,2684,0.043022
496,2572,0.066338
497,918,0.050581
497,2816,0.133673
497,879,0.063039
498,1201,0.045291
498,1355,0.038897
498,841,0.064859
498,1633,0.041273
498,570,0.049742
499,1184,0.094617
499,2505,0.143278
499,1174,0.052799
500,852,0.035971
500,1835,0.043039
500,1942,0.061059
500,1270,0.058099
501,535,0.038475
501,1756,0.082245
501,2214,0.036769
501,779,0.063282
501,984,0.122763
501,2682,0.102698
501,1072,0.141637
501,992,0.053601
501,690,0.117234
501,1558,0.066029
501,2061,0.053098
501,1451,0.064824
501,651,0.052213
501,1173,0.108254
502,1583,0.036629
502,1458,0.119791
502,1830,0.04818
502,750,0.148813
503,2043,0.049243
503,1343,0.037187
504,890,0.036012
505,780,0.038949
505,597,0.110752
505,635,0.063581
505,2624,0.083581
506,778,0.194137
506,1823,0.038292
506,657,0.045992
506,1365,0.038368
507,1149,0.048887
507,1540,0.084009
507,2449,0.053338
507,808,0.035368
509,800,0.085059
509,922,0.063361
509,773,0.053908
509,1725,0.057104
509,1293,0.043441
509,1318,0.049475
509,976,0.056102
509,1510,0.041539
509,1198,0.041555
510,1499,0.094114
511,1308,0.05524
511,1241,0.061264
511,1023,0.07371
511,2462,0.049519
511,876,0.042095
511,1362,0.190154
512,548,0.045221
512,1400,0.042915
512,1692,0.05894
512,1783,0.045332
512,1864,0.038469
512,864,0.080077
512,1689,0.06178
512,1786,0.062237
512,947,0.064435
512,1140,0.075521
512,1010,0.048257
512,2255,0.035004
512,2872,0.049099
512,1121,0.037999
513,858,0.041586
513,2201,0.050142
513,802,0.049123
513,993,0.082147
515,2193,0.126357
515,1247,0.049029
515,564,0.039875
515,2125,0.037055
516,2617,0.061823
516,857,0.069084
516,1942,0.072766
516,579,0.148611
516,2189,0.047124
516,1390,0.056696
517,2209,0.043616
518,1691,0.10658
518,716,0.05852
518,1456,0.050199
520,797,0.131582
520,760,0.070238
520,616,0.037073
520,950,0.05434
520,807,0.035314
520,1310,0.111149
520,2098,0.052013
520,798,0.063861
520,890,0.035108
520,2800,0.067732
520,838,0.065821
521,703,0.054004
521,643,0.054615
521,901,0.043146
522,1878,0.092093
522,1490,0.121371
522,1292,0.092486
522,1373,0.053963
522,942,0.061101
522,806,0.164239
522,703,0.043523
523,1001,0.089692
523,657,0.054696
523,566,0.047756
523,766,0.09766
523,1369,0.044373
523,587,0.100817
523,2513,0.047119
524,1140,0.063654
524,864,0.042482
524,1626,0.037229
524,2617,0.04325
525,561,0.057986
525,2474,0.041088
525,1373,0.114198
525,1918,0.055568
525,1305,0.036388
526,1959,0.207601
526,682,0.155062
526,1096,0.049391
527,552,0.107744
527,831,0.113867
527,616,0.038879
527,780,0.068006
527,937,0.159135
527,1817,0.108288
527,2425,0.039096
527,860,0.104527
528,1561,0.052881
529,1592,0.118252
529,912,0.065505
529,1730,0.069628
530,812,0.059118
530,1021,0.654654
531,2710,0.036601
531,1524,0.055518
531,1259,0.040448
531,1539,0.048512
532,2453,0.083062
533,1619,0.100336
533,659,0.104272
533,2130,0.068309
533,1264,0.038738
533,2706,0.077742
533,614,0.041961
534,1252,0.116807
534,1344,0.072492
534,614,0.106385
535,1350,0.035248
535,1756,0.169323
535,2346,0.099452
535,1557,0.06687
535,854,0.067706
536,1394,0.041259
536,1736,0.104775
536,2374,0.044922
537,843,0.086941
537,1608,0.043251
537,1064,0.038147
537,615,0.090189
538,937,0.05937
538,837,0.081171
538,592,0.113761
538,1301,0.058763
538,831,0.042286
539,1543,0.050784
539,612,0.053026
539,748,0.039774
540,1038,0.121108
540,600,0.072069
540,1443,0.045526
541,893,0.126921
541,1280,0.067282
541,706,0.03742
542,812,0.10205
542,1511,0.059401
543,867,0.035982
543,1356,0.04605
543,1186,0.06188
543,1037,0.169935
543,1070,0.06656
543,2302,0.06607
543,1076,0.056483
544,1356,0.038527
545,782,0.09123
545,595,0.041552
545,1669,0.042284
546,1688,0.129149
546,1972,0.104969
546,1079,0.04151
547,891,0.043263
547,2193,0.040291
548,1033,0.12079
548,586,0.099119
548,1929,0.041601
548,2315,0.0458
548,633,0.091719
548,1035,0.044805
549,825,0.278885
549,802,0.089161
549,601,0.044921
549,980,0.037476
549,711,0.038678
550,2639,0.053891
551,1538,0.109041
551,969,0.038904
551,1217,0.064444
551,1382,0.038507
551,1295,0.045052
551,2367,0.051969
551,1486,0.051023
552,2225,0.094998
553,1299,0.058844
553,796,0.336154
553,1000,0.235135
553,1259,0.086219
553,1177,0.096801
553,758,0.203365
553,1746,0.038314
553,2240,0.056273
554,1422,0.214149
554,2369,0.057645
554,1704,0.04733
556,2637,0.040463
556,791,0.049425
556,1330,0.072521
556,762,0.039916
556,876,0.133844
557,2043,0.079909
557,1402,0.055028
557,1496,0.037776
557,570,0.065693
557,2114,0.075871
558,1185,0.083014
558,1496,0.051263
558,1608,0.035403
558,1651,0.036081
559,2714,0.240227
559,589,0.360564
559,1218,0.127922
559,1570,0.085745
559,928,0.045713
559,2630,0.194681
559,1287,0.078489
559,2473,0.079397
560,1846,0.097846
560,2434,0.072667
560,1083,0.06926
561,1373,0.143719
561,1877,0.10586
561,2036,0.037612
562,781,0.043816
563,1262,0.109684
563,657,0.049207
563,943,0.097854
564,709,0.219571
564,1748,0.068802
564,645,0.13768
564,2660,0.096901
564,1664,0.199438
565,949,0.044868
565,1868,0.040587
565,1728,0.056143
565,1154,0.05171
565,1802,0.058994
566,617,0.115824
566,1001,0.10187
566,2718,0.0995
566,651,0.150263
566,794,0.202788
566,1380,0.059089
566,883,0.049777
567,1396,0.043758
567,2468,0.037352
567,2200,0.047375
567,2825,0.038446
567,2568,0.035574
567,1234,0.057618
567,2471,0.040427
568,1411,0.051143
568,1084,0.052951
569,2060,0.049711
569,1366,0.03946
571,635,0.094972
572,622,0.041569
573,812,0.073927
573,1825,0.054305
573,1117,0.040014
574,1103,0.03876
574,1164,0.035149
574,2449,0.037868
574,718,0.071607
574,2566,0.038891
574,2019,0.084337
575,995,0.178024
575,1714,0.132075
575,1090,0.053603
575,936,0.044439
576,1686,0.040891
576,1247,0.035129
576,1657,0.051793
576,766,0.039401
577,1141,0.210749
577,1242,0.070967
577,1174,0.035252
577,1861,0.042223
577,1047,0.049632
577,1406,0.038064
577,1617,0.042957
577,2138,0.073798
577,2530,0.041048
578,1304,0.052248
578,2611,0.079137
578,1927,0.071651
579,1233,0.193516
579,2804,0.04284
579,2318,0.042309
579,756,0.09173
579,2199,0.156495
579,647,0.067095
579,2341,0.094273
579,1235,0.03622
580,1688,0.045001
580,2382,0.098496
580,2850,0.090379
581,2223,0.095302
581,673,0.053021
581,2556,0.096389
582,628,0.09691
582,1554,0.062692
582,1069,0.039744
583,2422,0.043368
583,2679,0.059285
584,896,0.059549
584,667,0.12735
584,1669,0.042486
585,1796,0.040219
585,1570,0.037254
586,1494,0.036607
586,684,0.239491
586,1298,0.072968
586,1075,0.065445
587,594,0.068672
587,996,0.092944
587,1352,0.048908
587,742,0.137594
588,2247,0.171591
588,1692,0.048521
589,2473,0.099098
589,1218,0.094174
589,2588,0.053874
590,1795,0.049228
590,2303,0.089093
591,1412,0.068408
591,2748,0.03677
591,1518,0.10371
591,1355,0.112487
592,854,0.06434
592,855,0.109483
592,1133,0.133192
592,2205,0.070339
592,837,0.097971
592,839,0.068826
592,2678,0.035877
593,2514,0.038666
594,1767,0.039392
594,2806,0.086711
594,1559,0.07124
594,2816,0.069092
594,2222,0.049736
595,2231,0.041742
596,797,0.037433
596,2516,0.047488
597,657,0.108443
597,786,0.049286
598,1513,0.041579
598,1177,0.072731
599,700,0.058093
599,1264,0.038294
599,2570,0.067098
600,717,0.044159
600,1038,0.060502
601,2114,0.157058
601,1600,0.040406
601,1496,0.069
602,980,0.098535
602,1006,0.222222
602,853,0.069999
602,1972,0.050189
603,781,0.050012
603,1834,0.051179
604,2385,0.037027
604,896,0.104987
604,1322,0.233632
604,1100,0.037819
605,622,0.10557
605,1575,0.038308
606,615,0.102964
606,1344,0.073321
607,759,0.03887
607,1891,0.035562
608,674,0.102817
608,1789,0.035071
608,799,0.06614
608,639,0.046256
608,860,0.062851
609,704,0.0514
610,1232,0.063178
610,2457,0.044947
610,2175,0.04483
610,909,0.040321
611,2248,0.048832
611,2050,0.053092
611,1728,0.038934
611,1300,0.074418
611,1177,0.045704
612,1926,0.04372
612,1264,0.047635
612,1660,0.1051
612,2189,0.051764
613,2099,0.042157
613,2632,0.045674
613,2586,0.035433
614,2305,0.055681
614,763,0.208655
614,1974,0.148733
614,2763,0.064815
614,1983,0.045304
614,952,0.038979
614,1262,0.069602
614,894,0.03928
614,1998,0.037527
615,2122,0.160306
615,1848,0.041982
615,1711,0.043817
617,878,0.140331
617,835,0.111052
617,1516,0.053374
617,1944,0.049493
617,2590,0.038619
617,1215,0.049243
617,1794,0.05009
617,923,0.037293
617,1827,0.062738
617,1167,0.062375
618,1525,0.102794
618,1765,0.047471
618,1874,0.046603
618,1824,0.076987
618,2269,0.063471
618,1160,0.082656
619,1493,0.041243
619,674,0.058386
619,2374,0.042201
620,1171,0.036997
620,2188,0.107579
620,1767,0.086243
620,1321,0.080844
620,1642,0.042264
621,1078,0.045418
621,1406,0.04868
621,665,0.054396
621,1054,0.038629
621,1940,0.05412
621,1547,0.084333
621,798,0.139202
621,2561,0.145287
622,834,0.090753
622,729,0.036693
622,1280,0.048845
622,2109,0.062753
622,1575,0.058779
622,2192,0.057854
622,1780,0.055432
623,867,0.038128
623,1116,0.043126
623,1070,0.063944
623,1641,0.097205
623,885,0.039735
624,2001,0.043412
624,876,0.156528
624,1083,0.042156
625,1982,0.087066
625,2311,0.05647
625,1416,0.036084
625,2160,0.052963
626,745,0.040441
626,637,0.044281
626,1836,0.138054
626,1471,0.106859
627,815,0.080116
627,1367,0.035989
627,2780,0.056579
627,1372,0.035262
628,2307,0.05857
632,1079,0.080912
632,2613,0.038925
633,961,0.046827
634,654,0.076511
634,1582,0.081943
635,777,0.079837
635,1233,0.259479
635,1566,0.037692
635,1736,0.035113
635,1853,0.041912
635,2276,0.048968
635,844,0.048919
635,2326,0.079572
635,909,0.092822
635,1820,0.14104
635,2556,0.035286
636,2709,0.044155
636,2483,0.062026
637,2744,0.066402
637,1836,0.057735
637,1502,0.05419
638,1764,0.040006
638,867,0.058111
638,1070,0.039705
639,674,0.040849
639,1789,0.035946
640,2752,0.125152
640,1627,0.040135
640,2009,0.043039
641,1083,0.065223
641,2227,0.140436
641,1995,0.05064
641,2515,0.054668
643,1096,0.311514
643,831,0.038212
643,2725,0.10818
643,2702,0.047612
643,1118,0.039443
643,2240,0.037674
644,2444,0.047956
644,884,0.088984
645,2058,0.044379
645,1500,0.052709
645,697,0.045644
645,2311,0.097562
645,2017,0.091542
645,1222,0.058088
645,1312,0.035972
645,1318,0.039992
645,1280,0.036213
645,1224,0.07231
645,2088,0.037619
645,2349,0.041872
645,1724,0.116016
645,1278,0.059748
646,1184,0.119792
646,2152,0.047779
647,1240,0.041054
647,2106,0.038395
647,2653,0.052594
648,870,0.039616
648,1995,0.080974
648,2279,0.074858
648,1683,0.115939
648,1806,0.043539
649,662,0.121973
649,1039,0.061753
649,1908,0.102359
649,1918,0.044596
649,2058,0.118405
649,1488,0.040098
649,725,0.045554
649,735,0.04395
650,1686,0.165683
650,1297,0.050255
650,2743,0.040615
650,1655,0.038092
650,2501,0.076287
651,1229,0.058944
651,1037,0.069989
651,2614,0.046017
651,1783,0.056787
651,2718,0.200985
651,665,0.108567
651,2233,0.040497
651,766,0.042539
652,2706,0.042604
652,1944,0.068228
652,1302,0.335344
653,2263,0.059138
653,918,0.044321
653,2766,0.069097
653,2072,0.054924
654,2529,0.047008
654,1398,0.062683
654,961,0.045482
654,1429,0.078652
655,2160,0.045689
656,2146,0.068332
656,1380,0.080053
656,1754,0.101358
656,794,0.037464
656,930,0.131245
657,1415,0.176464
657,1001,0.035318
657,1487,0.036944
657,2360,0.127376
657,835,0.067935
657,1510,0.052742
658,1974,0.039244
659,1647,0.059549
659,807,0.092739
659,2493,0.128753
659,2290,0.108443
659,1635,0.035374
659,1588,0.035637
659,1930,0.06544
660,1381,0.081388
660,2416,0.148647
660,2113,0.082583
660,1336,0.069056
660,1706,0.061594
662,1918,0.081312
662,2058,0.249278
662,687,0.042832
662,1311,0.063009
662,2287,0.089737
662,712,0.114512
662,791,0.054129
662,735,0.099631
662,1137,0.062465
662,1718,0.035121
662,2751,0.110739
663,1628,0.05318
663,1429,0.164482
663,1470,0.040201
663,2289,0.049577
663,1398,0.050446
664,2637,0.0627
664,2219,0.074626
664,1071,0.17766
664,913,0.16919
664,2165,0.108433
664,818,0.238048
664,830,0.060985
664,805,0.061326
665,1471,0.037737
665,2478,0.230623
666,1843,0.039097
667,1669,0.063412
667,753,0.112487
668,1505,0.048861
668,1011,0.044742
669,1239,0.035643
